Name,Chain,Category
Unipilot,Ethereum,Liquidity manager
Unipilot,Polygon,Liquidity manager
Unipilot,Polygon zkEVM,Liquidity manager
Unirex Finance,Fantom,Farm
Uniswap V1,Ethereum,Dexes
Uniswap V2,Ethereum,Dexes
Uniswap V3,Arbitrum,Dexes
Uniswap V3,Avalanche,Dexes
Uniswap V3,Binance,Dexes
Uniswap V3,Celo,Dexes
Uniswap V3,Ethereum,Dexes
Uniswap V3,Optimism,Dexes
Uniswap V3,Polygon,Dexes
Unit Protocol,Ethereum,CDP
Unite Finance,Harmony,Algo-Stables
Universe Finance,Ethereum,Liquidity manager
Universe Finance,Polygon,Liquidity manager
Universe XYZ,Ethereum,Yield
UniverseFTM,Fantom,Yield
Uniwhale,Binance,Derivatives
Unizen,Ethereum,Services
Unknown,Binance,Yield
Unlimited Network,Arbitrum,Derivatives
Unlockd,Ethereum,Lending
UnoRe,Binance,Insurance
UnoRe,Ethereum,Insurance
UnoRe,Kava,Insurance
Unslashed,Ethereum,Insurance
UnusDao,Binance,Reserve Currency
Uplift DAO,Binance,Launchpad
UrDEX Finance,Arbitrum,Derivatives
Uswap,Tron,Dexes
UwU Lend,Ethereum,Lending
V3S Finance,Cronos,Algo-Stables
VAX,MultiVAC,Dexes
VITCSwap,Vite,Dexes
VVS Finance,Cronos,Dexes
Vacus Finance,Avalanche,Yield Aggregator
Valas Finance,Binance,Lending
Valerian,Astar,Yield
ValhallaDAO,Avalanche,Reserve Currency
Valkyrie,Terra,Launchpad
ValleySwap,Oasis,Dexes
Value Liquid,Ethereum,Dexes
ValueDefi,Binance,Dexes
VampireSwap,Fantom,Dexes
VanSwap,Vision,Dexes
Vanilla,Ethereum,Derivatives
VaporDex,Avalanche,Dexes
VaporFi,Avalanche,Yield
Vaporwave,Aurora,Yield Aggregator
Varen,Ethereum,Dexes
Vaultka,Arbitrum,Yield
Vaulty Finance,Binance,Yield
VeRocket,VeChain,Dexes
Veax,Near,Dexes
Vector Finance,Avalanche,Yield
Vee Finance,Avalanche,Lending
Vee Finance,Heco,Lending
Vega Protocol,Ethereum,Derivatives
Vela Exchange,Arbitrum,Derivatives
VelasPad,Velas,Launchpad
VeleroDAO,Velas,CDP
Velhalla,Velas,Gaming
Velocimeter V1,Canto,Dexes
Velocimeter V2,Canto,Dexes
Velocimeter V2,Fantom,Dexes
Velocimeter V2,Pulse,Dexes
Velocore,zkSync Era,Dexes
Velodrome,Optimism,Dexes
Velvet.Capital,Binance,Indexes
Vendor V1,Arbitrum,Lending
Vendor V1,Ethereum,Lending
Vendor V2,Arbitrum,Lending
VeniceSwap,Findora,Dexes
Veno Finance,Cronos,Liquid Staking
Venus,Binance,Lending
Venus Isolated Pools,Binance,Lending
Veplus,Binance,Dexes
Verified Credits,Kava,Farm
Veritable DAO,Polygon,Yield
Versa Finance,Astar,Dexes
VersaGames,Cronos,Gaming
Verse,Ethereum,Dexes
Verse,smartBCH,Dexes
Vertex Protocol,Arbitrum,Derivatives
Vesper,Avalanche,Yield Aggregator
Vesper,Ethereum,Yield Aggregator
Vesper,Optimism,Yield Aggregator
Vesper,Polygon,Yield Aggregator
Vesq,Polygon,Reserve Currency
Vesta Finance,Arbitrum,CDP
Vestige,Algorand,Launchpad
Vexchange,VeChain,Dexes
Vidya,Ethereum,Gaming
Vigor,EOS,Lending
VikingsFinance,Avalanche,Reserve Currency
ViperSwap,Harmony,Dexes
Vires Finance,Waves,Lending
ViteX,Vite,Dexes
Viva,Vite,Yield
ViveLaBouje,Fantom,Yield
Void,Fantom,Yield
Volmex,Arbitrum,Yield
Volmex,Ethereum,Yield
Volmex,Polygon,Yield
VoltSwap,Meter,Dexes
VoltSwap,Theta,Dexes
VoltSwap V2,Meter,Dexes
Volta DAO,Avalanche,Reserve Currency
Volta DAO,Fantom,Reserve Currency
Volta Finance,Arbitrum,CDP
Voltage,Fuse,Dexes
Voltz,Arbitrum,Derivatives
Voltz,Avalanche,Derivatives
Voltz,Ethereum,Derivatives
Voodoo Trade,Fantom,Derivatives
Vortex DAO,Avalanche,Reserve Currency
Vortex Protocol,Tezos,Dexes
Vovo Finance,Arbitrum,Yield
Voyager,Ethereum,Services
VultureSwap,Cronos,Dexes
VyFinance Dex,Cardano,Dexes
VyFinance Vaults,Cardano,Farm
W3swap,Binance,Dexes
WAGMI,Fantom,Dexes
WAGMI,zkSync Era,Dexes
WBTC,Ethereum,Bridge
WBTC,Tron,Bridge
WEMIX.FI AMM,WEMIX,Dexes
WEMIX.FI Lend,WEMIX,Lending
WEMIX.FI Staking,WEMIX,Staking Pool
WINR Protocol,Arbitrum,Prediction Market
WOO X,Arbitrum,CEX
WOO X,Avalanche,CEX
WOO X,Binance,CEX
WOO X,Bitcoin,CEX
WOO X,Ethereum,CEX
WOO X,Fantom,CEX
WOO X,Optimism,CEX
WOO X,Polygon,CEX
WOO X,Tron,CEX
WOOFi Earn,Arbitrum,Yield
WOOFi Earn,Avalanche,Yield
WOOFi Earn,Binance,Yield
WOOFi Earn,Fantom,Yield
WOOFi Earn,Optimism,Yield
WOOFi Earn,Polygon,Yield
WOOFi Swap,Arbitrum,Dexes
WOOFi Swap,Avalanche,Dexes
WOOFi Swap,Binance,Dexes
WOOFi Swap,Ethereum,Dexes
WOOFi Swap,Fantom,Dexes
WOOFi Swap,Optimism,Dexes
WOOFi Swap,Polygon,Dexes
WOOFi Swap,Polygon zkEVM,Dexes
WOOFi Swap,zkSync Era,Dexes
WOWswap,Avalanche,Dexes
WOWswap,Binance,Dexes
WOWswap,Ethereum,Dexes
WOWswap,Heco,Dexes
WOWswap,IoTeX,Dexes
WOWswap,Kava,Dexes
WOWswap,Metis,Dexes
WOWswap,Polygon,Dexes
WTFDOGE,Dogechain,Farm
WX Network,Waves,Dexes
WYND DEX,Juno,Dexes
WYND LSD,Juno,Liquid Staking
WagmiDAO,Harmony,Reserve Currency
WagyuSwap,Velas,Dexes
Waka Finance,Fantom,Dexes
Wan Bridge,Arbitrum,Bridge
Wan Bridge,Astar,Bridge
Wan Bridge,Avalanche,Bridge
Wan Bridge,Binance,Bridge
Wan Bridge,Bitcoin,Bridge
Wan Bridge,Doge,Bridge
Wan Bridge,Ethereum,Bridge
Wan Bridge,Fantom,Bridge
Wan Bridge,Litecoin,Bridge
Wan Bridge,Moonbeam,Bridge
Wan Bridge,Moonriver,Bridge
Wan Bridge,OKExChain,Bridge
Wan Bridge,Optimism,Bridge
Wan Bridge,Polkadot,Bridge
Wan Bridge,Polygon,Bridge
Wan Bridge,Ripple,Bridge
Wan Bridge,Tron,Bridge
Wan Bridge,Wanchain,Bridge
Wan Bridge,XDC,Bridge
WanLend,Wanchain,Lending
WanSwap Dex,Wanchain,Dexes
WannaSwap,Aurora,Dexes
WardenSwap,Binance,Dexes
Warp,Polygon,Reserve Currency
Warp Protocol,Ethereum,Lending
Wasabi,Ethereum,Options
Wasabix,Binance,Yield
Wasabix,Ethereum,Yield
Wasabix,Polygon,Yield
WaterDendy,Arbitrum,Yield
WaterLoan,CSC,Lending
WaterLoan,smartBCH,Lending
Waterfall BSC,Arbitrum,Yield
Waterfall BSC,Binance,Yield
Waterfall DEX,Arbitrum,Dexes
Waterfall DeFi,Avalanche,Yield Aggregator
Waterfall DeFi,Binance,Yield Aggregator
Waterfall Finance Yield,Fantom,Yield
Waterfall WTF,Binance,Algo-Stables
Wault,Binance,Yield
Wault,Polygon,Yield
Wavelength DAO,Velas,Dexes
WePiggy,Arbitrum,Lending
WePiggy,Aurora,Lending
WePiggy,Binance,Lending
WePiggy,Ethereum,Lending
WePiggy,Harmony,Lending
WePiggy,Heco,Lending
WePiggy,Moonbeam,Lending
WePiggy,Moonriver,Lending
WePiggy,OKExChain,Lending
WePiggy,Oasis,Lending
WePiggy,Optimism,Lending
WePiggy,Polygon,Lending
WeStarter,Heco,Launchpad
Weld Finance,Kava,Farm
Welnance,Binance,Chain
Whale Game,Ethereum,Prediction Market
Whale Loans,Binance,Reserve Currency
WhaleEx,EOS,Dexes
WhaleSwap,Arbitrum,Dexes
WhaleSwap,Avalanche,Dexes
WhaleSwap,Binance,Dexes
WhaleSwap,Fantom,Dexes
WhaleSwap,Kava,Dexes
WhaleSwap,Optimism,Dexes
WhaleSwap,Polygon,Dexes
White Whale Dex,Chihuahua,Dexes
White Whale Dex,Comdex,Dexes
White Whale Dex,Injective,Dexes
White Whale Dex,Juno,Dexes
White Whale Dex,Terra2,Dexes
White Whale Vaults,Terra,Yield
Whiteheart,Ethereum,Options
Whitehole Finance,Arbitrum,Lending
WigoSwap,Fantom,Dexes
Wild Credit,Ethereum,Lending
WinerySwap,Binance,Dexes
Wing Finance,Binance,Lending
Wing Finance,Ethereum,Lending
Wing Finance,OKExChain,Lending
Wing Finance,Ontology,Lending
Wing Finance,OntologyEVM,Lending
WingRiders,Cardano,Dexes
WingSwap,Fantom,Dexes
Winkyverse,Binance,Services
Wisteria Swap,Binance,Yield
WitSwap,Ethereum,Oracle
Wojak Finance,Dogechain,Dexes
Wolf Safe Poor People,Avalanche,Yield
Wolf Safe Poor People,Binance,Yield
Wolf Safe Poor People,Kardia,Yield
Wolf Safe Poor People,Polygon,Yield
Wombat Exchange,Arbitrum,Dexes
Wombat Exchange,Binance,Dexes
Wombex Finance,Arbitrum,Yield
Wombex Finance,Binance,Yield
Wonderland,Avalanche,Reserve Currency
Wonderland,Ethereum,Reserve Currency
Wonderly Finance,Arbitrum,Algo-Stables
Wonderly Finance,Fantom,Algo-Stables
World Mobile Token,Cardano,Services
WraithSwap,Fantom,Dexes
Wrap Protocol,Ethereum,Synthetics
Wrapped,Celo,Cross Chain
Wrapped,Ethereum,Cross Chain
Wrapped BNB,Binance,Bridge
Wrapped ILCOIN,Ethereum,Yield
X,Ethereum,Services
X Blue Finance,Arbitrum,Yield
X2Y2,Ethereum,NFT Lending
X7 Finance,Ethereum,Dexes
XCarnival,Ethereum,NFT Lending
XDeFi,Ethereum,Dexes
XEUS,Binance,Reserve Currency
XLSD,Arbitrum,Yield
XSwap Protocol,XDC,Dexes
XUSD Money,Ethereum,Algo-Stables
XY Finance,Arbitrum,Cross Chain
XY Finance,Astar,Cross Chain
XY Finance,Avalanche,Cross Chain
XY Finance,Binance,Cross Chain
XY Finance,Cronos,Cross Chain
XY Finance,Ethereum,Cross Chain
XY Finance,Fantom,Cross Chain
XY Finance,Klaytn,Cross Chain
XY Finance,Kucoin,Cross Chain
XY Finance,Moonriver,Cross Chain
XY Finance,Optimism,Cross Chain
XY Finance,Polygon,Cross Chain
XY Finance,Polygon zkEVM,Cross Chain
XY Finance,ThunderCore,Cross Chain
XY Finance,WEMIX,Cross Chain
XY Finance,zkSync Era,Cross Chain
Xana,Avalanche,Services
Xenophon,Binance,Reserve Currency
Xensa,OKExChain,Lending
Xmas Past,Fantom,Farm
Xray Swap,Binance,Yield
Y2B Finance,Ethereum,Derivatives
Y2K V1,Arbitrum,Derivatives
Y2K V2,Arbitrum,Derivatives
Y2R,Canto,Yield Aggregator
YEL Finance,Binance,Yield
YEL Finance,Ethereum,Yield
YEL Finance,Fantom,Yield
YEL Finance,Polygon,Yield
YFDAI,Ethereum,Services
YFII,Ethereum,Yield Aggregator
YSL.IO,Binance,Yield
Yam Finance,Ethereum,Synthetics
Yama Finance,Arbitrum,CDP
Yapeswap,Ethereum,Dexes
Yearn Finance,Arbitrum,Yield Aggregator
Yearn Finance,Ethereum,Yield Aggregator
Yearn Finance,Fantom,Yield Aggregator
Yearn Finance,Optimism,Yield Aggregator
Yeti Finance,Avalanche,CDP
YetiSwap,Avalanche,Dexes
Yield Guild Games,Ethereum,Gaming
Yield Protocol,Arbitrum,Lending
Yield Protocol,Ethereum,Lending
Yield Yak Aggregator,Avalanche,Yield Aggregator
Yield Yak Staked Avax,Avalanche,Liquid Staking
YieldBank,Kava,Yield Aggregator
YieldFields,Binance,Dexes
YieldHub Finance,Telos,Yield Aggregator
YieldPulse Finance,Pulse,Farm
YieldWolf,Avalanche,Yield
YieldWolf,Binance,Yield
YieldWolf,Celo,Yield
YieldWolf,Cronos,Yield
YieldWolf,Fantom,Yield
YieldWolf,Harmony,Yield
YieldWolf,Polygon,Yield
Yieldly,Algorand,Yield
Yodeswap,Dogechain,Dexes
Yogi Finance,Binance,Dexes
Yogi Finance,Polygon,Dexes
YokaiSwap,Godwoken,Dexes
YokaiSwap,GodwokenV1,Dexes
Yoshi Exchange,Binance,Dexes
Yoshi Exchange,Fantom,Dexes
YouSwap,Binance,Dexes
YouSwap,Ethereum,Dexes
YouSwap,Heco,Dexes
Youves,Tezos,Synthetics
Ysmart,Kava,Services
Yumiswap,Astar,Dexes
Yup,Ethereum,Services
Yup,Polygon,Services
Yupana,Tezos,Lending
YuzuSwap,Oasis,Dexes
ZKSpace,zkSync Era,Dexes
ZKSwap,Ethereum,Chain
ZKasino,Arbitrum,Prediction Market
ZKasino,Binance,Prediction Market
ZKasino,Fantom,Prediction Market
ZKasino,Polygon,Prediction Market
ZORA,Ethereum,NFT Marketplace
ZYXSwap,ZYX,Dexes
Zabu Finance,Avalanche,Yield
Zai Finance,Ethereum,Algo-Stables
Zappy,Telos,Dexes
Zencha Finance,Boba,Dexes
Zeniq Swap,Zeniq,Dexes
Zenith,Ethereum,Leveraged Farming
ZenithSwap,Arbitrum,Dexes
Zenlink AMM,Astar,Dexes
Zenlink AMM,Moonbeam,Dexes
Zenlink AMM,Moonriver,Dexes
ZeroLend,zkSync Era,Lending
ZeroShift,Avalanche,Reserve Currency
ZeroSwap,Avalanche,Dexes
ZeroSwap,Binance,Dexes
ZeroSwap,Ethereum,Dexes
ZeroSwap,Polygon,Dexes
Zest Protocol,Fantom,Synthetics
Zeta,Solana,Options
Zeus Finance,Cronos,Yield
Zharta,Ethereum,NFT Lending
ZigZag,Arbitrum,Dexes
ZilSwap,Zilliqa,Dexes
Zilch Capital,zkSync Era,Dexes
Zinax DAO,Binance,Farm
ZipSwap,Arbitrum,Dexes
ZipSwap,Optimism,Dexes
Zircon Gamma,Binance,Dexes
Zircon Gamma,Moonriver,Dexes
Zks Miner,zkSync Era,Yield
ZodiacDAO,Binance,Reserve Currency
Zolidly Finance,zkSync Era,Dexes
Zomb2 Finance,Fantom,Algo-Stables
Zombi Finance,Fantom,Algo-Stables
Zombie Network,Klaytn,Yield
Zomma Protocol,zkSync Era,Options
Zonic,Optimism,NFT Marketplace
ZooCoin,Fantom,Dexes
ZooDAO,Moonbeam,Yield
Zookeeper,Avalanche,Yield
Zookeeper,Wanchain,Yield
ZoomSwap,IoTeX,Farm
Zootopia Finance,Binance,Dexes
ZukeSwap,Loop,Dexes
Zunami Protocol,Ethereum,Yield Aggregator
ZyberSwap Stableswap,Arbitrum,Dexes
Zyberswap AMM,Arbitrum,Dexes
Zyberswap V3,Arbitrum,Dexes
aSOL,Solana,Liquid Staking
anetaBTC,Cardano,Bridge
anetaBTC,Ergo,Bridge
bemo,TON,Liquid Staking
cBridge,Arbitrum,Bridge
cBridge,Astar,Bridge
cBridge,Aurora,Bridge
cBridge,Avalanche,Bridge
cBridge,Binance,Bridge
cBridge,Boba,Bridge
cBridge,CLV,Bridge
cBridge,Celo,Bridge
cBridge,Conflux,Bridge
cBridge,Ethereum,Bridge
cBridge,Fantom,Bridge
cBridge,Harmony,Bridge
cBridge,Heco,Bridge
cBridge,Metis,Bridge
cBridge,Milkomeda,Bridge
cBridge,Moonbeam,Bridge
cBridge,Moonriver,Bridge
cBridge,OKExChain,Bridge
cBridge,Oasis,Bridge
cBridge,Optimism,Bridge
cBridge,Polygon,Bridge
cBridge,REI,Bridge
cBridge,Shiden,Bridge
cBridge,Syscoin,Bridge
cBridge,xDai,Bridge
cSwap,Comdex,Dexes
cVault Finance,Ethereum,Yield
cantOHM,Canto,Reserve Currency
casinocronos,Cronos,Dexes
crvUSD,Ethereum,CDP
dAMM Finance,Ethereum,Uncollateralized Lending
dForce,Arbitrum,Lending
dForce,Avalanche,Lending
dForce,Binance,Lending
dForce,Conflux,Lending
dForce,Ethereum,Lending
dForce,Kava,Lending
dForce,Optimism,Lending
dForce,Polygon,Lending
dHEDGE,Ethereum,Indexes
dHEDGE,Optimism,Indexes
dHEDGE,Polygon,Indexes
dYdX,Ethereum,Derivatives
deBridge,Arbitrum,Bridge
deBridge,Binance,Bridge
deBridge,Ethereum,Bridge
deBridge,Heco,Bridge
deBridge,Polygon,Bridge
eCurve,EOS,Dexes
eZKalibur,zkSync Era,Dexes
eckoDAO,Kadena,Dexes
ether.fi,Ethereum,Liquid Staking
fees.wtf,Ethereum,Services
forlend,Findora,Lending
gALGO Liquid Governance,Algorand,Liquid Staking
hBTC,Ethereum,Bridge
handle.fi,Arbitrum,CDP
handle.fi Perps,Arbitrum,Derivatives
iTrust Finance,Ethereum,Insurance
iZUMi LiquidBox,Arbitrum,Yield
iZUMi LiquidBox,Aurora,Yield
iZUMi LiquidBox,Binance,Yield
iZUMi LiquidBox,Cronos,Yield
iZUMi LiquidBox,Ethereum,Yield
iZUMi LiquidBox,Polygon,Yield
iZiSwap,Arbitrum,Dexes
iZiSwap,Aurora,Dexes
iZiSwap,Binance,Dexes
iZiSwap,Cronos,Dexes
iZiSwap,Ethereum,Dexes
iZiSwap,Linea,Dexes
iZiSwap,Mantle,Dexes
iZiSwap,Meter,Dexes
iZiSwap,OntologyEVM,Dexes
iZiSwap,Polygon,Dexes
iZiSwap,Ultron,Dexes
iZiSwap,zkSync Era,Dexes
ioTube,Binance,Bridge
ioTube,Ethereum,Bridge
ioTube,IoTeX,Bridge
ioTube,Polygon,Bridge
kaDefi,Kava,Yield
ko.one,zkSync Era,Dexes
leNFT,Ethereum,NFT Marketplace
mStable CDP,Ethereum,CDP
mStable CDP,Polygon,CDP
mStable Yield,Ethereum,Yield
marginfi,Solana,Lending
mirrosset,Kava,CDP
multiverse,Kava,Dexes
mySwap,Starknet,Dexes
nftperp,Arbitrum,Derivatives
onAVAX,Avalanche,Dexes
pDollar,Fantom,Algo-Stables
pNetwork,Algorand,Bridge
pNetwork,Arbitrum,Bridge
pNetwork,Binance,Bridge
pNetwork,EOS,Bridge
pNetwork,Ethereum,Bridge
pNetwork,LBRY,Bridge
pNetwork,Polygon,Bridge
pNetwork,Telos,Bridge
pNetwork,Ultra,Bridge
pSTAKE Finance,Binance,Liquid Staking
pSTAKE Finance,Persistence,Liquid Staking
prePO,Arbitrum,Derivatives
printyfinance,Avalanche,Dexes
pxswap,Kava,NFT Marketplace
sCANTO,Canto,Liquid Staking
sICX,Icon,Liquid Staking
sKCS,Kucoin,Liquid Staking
sTLOS Liquid Staking,Telos,Liquid Staking
sevenswap,Kava,Dexes
stCELO,Celo,Liquid Staking
stETH.win,Ethereum,Services
stUSDT,Tron,RWA
stake.link index,Ethereum,Indexes
stake.link liquid,Ethereum,Liquid Staking
stkd-SCRT,Secret,Liquid Staking
tBTC,Ethereum,Bridge
tai.money,Ethereum,CDP
unFederalReserve,Ethereum,Lending
uniETH,Ethereum,Liquid Staking
unshETH,Ethereum,Indexes
veDAO,Fantom,Farm
veSync,zkSync Era,Dexes
weBribe DAO,Fantom,Services
wefi,Polygon,Lending
xALGO Liquid Governance,Algorand,Liquid Staking
xBacked,Algorand,CDP
xBank Finance,zkSync Era,Lending
xDAI Stake Bridge,Ethereum,Chain
xDollar,Arbitrum,CDP
xDollar,Avalanche,CDP
xDollar,Ethereum,CDP
xDollar,IoTeX,CDP
xDollar,Polygon,CDP
xExchange,Elrond,Dexes
xSigma,Ethereum,Dexes
xToken,Arbitrum,Liquidity manager
xToken,Ethereum,Liquidity manager
xToken,Optimism,Liquidity manager
xToken,Polygon,Liquidity manager
xWeowns,Lachain,Yield
xWin Finance,Binance,Services
yAxis,Ethereum,Yield Aggregator
zLot,Ethereum,Liquid Staking
zk-Swap,zkSync Era,Dexes
zkBob,Optimism,Privacy
zkBob,Polygon,Privacy
zkBoost,zkSync Era,Launchpad
zkDX,zkSync Era,Farm
zkDefi,Polygon zkEVM,Dexes
zkEVMSwap,Polygon zkEVM,Dexes
zkFox,zkSync Era,Leveraged Farming
zkLend,Starknet,Lending
zkMoonSwap,Polygon zkEVM,Dexes
zkSwap Era,zkSync Era,Dexes
zkSwap Finance,zkSync Era,Dexes
